timestamp,sensor,temperature,humidity
2025-02-06T17:01:32.062015,electronics1,25.3,47.4
2025-02-06T17:01:32.062015,electronics,24.888671875,-1
2025-02-06T17:01:32.062015,back_right,27.9177734375,-1
2025-02-06T17:01:34.324351,electronics1,25.7,44.4
2025-02-06T17:01:34.324351,electronics,26.5765625,-1
2025-02-06T17:01:34.324351,back_right,27.232421875,-1
2025-02-06T17:01:44.249930,electronics1,25.7,44.3
2025-02-06T17:01:44.249930,electronics,24.888671875,-1
2025-02-06T17:01:44.249930,back_right,27.9177734375,-1
2025-02-06T17:01:46.508558,electronics1,25.7,43.7
2025-02-06T17:01:46.508558,electronics,26.5841796875,-1
2025-02-06T17:01:46.508558,back_right,27.2423828125,-1
2025-02-06T17:27:15.791975,electronics1,25.8,43.9
2025-02-06T17:27:15.791975,electronics,24.888671875,-1
2025-02-06T17:27:15.791975,back_right,27.9177734375,-1
2025-02-06T17:27:18.054054,electronics1,28.2,39.3
2025-02-06T17:27:18.054054,electronics,26.599609375,-1
2025-02-06T17:27:18.054054,back_right,27.2173828125,-1
2025-02-06T17:27:20.314603,electronics1,28.2,39.4
2025-02-06T17:27:20.314603,electronics,26.59453125,-1
2025-02-06T17:27:20.314603,back_right,27.2173828125,-1
2025-02-06T17:27:22.571030,electronics1,28.2,39.4
2025-02-06T17:27:22.571030,electronics,26.599609375,-1
2025-02-06T17:27:22.571030,back_right,27.2099609375,-1
2025-02-06T17:27:24.829635,electronics1,28.3,39.3
2025-02-06T17:27:24.829635,electronics,26.5970703125,-1
2025-02-06T17:27:24.829635,back_right,27.2,-1
2025-02-06T17:27:27.085509,electronics1,28.2,39.3
2025-02-06T17:27:27.085509,electronics,26.59453125,-1
2025-02-06T17:27:27.085509,back_right,27.192578125,-1
2025-02-06T17:27:29.343296,electronics1,28.4,39.2
2025-02-06T17:27:29.343296,electronics,26.6125,-1
2025-02-06T17:27:29.343296,back_right,27.18515625,-1
2025-02-06T17:27:31.601527,electronics1,28.3,39.2
2025-02-06T17:27:31.601527,electronics,26.6125,-1
2025-02-06T17:27:31.601527,back_right,27.2,-1
2025-02-06T17:27:33.856936,electronics,26.607421875,-1
2025-02-06T17:27:33.856936,back_right,27.192578125,-1
2025-02-06T17:27:36.112268,electronics1,28.4,38.9
2025-02-06T17:27:36.112268,electronics,26.6046875,-1
2025-02-06T17:27:36.112268,back_right,27.1802734375,-1
2025-02-06T17:27:38.367618,electronics1,28.4,39.4
2025-02-06T17:27:38.367618,electronics,26.589453125,-1
2025-02-06T17:27:38.367618,back_right,27.1751953125,-1
2025-02-06T17:27:40.625281,electronics1,28.5,39.6
2025-02-06T17:27:40.625281,electronics,26.59453125,-1
2025-02-06T17:27:40.625281,back_right,27.17265625,-1
2025-02-06T17:27:42.880900,electronics1,28.6,39.5
2025-02-06T17:27:42.880900,electronics,26.59453125,-1
2025-02-06T17:27:42.880900,back_right,27.18515625,-1
2025-02-06T17:27:45.136214,electronics1,28.6,39.4
2025-02-06T17:27:45.136214,electronics,26.5869140625,-1
2025-02-06T17:27:45.136214,back_right,27.192578125,-1
2025-02-06T17:27:47.397352,electronics1,28.6,39.4
2025-02-06T17:27:47.397352,electronics,26.59453125,-1
2025-02-06T17:27:47.397352,back_right,27.18515625,-1
2025-02-06T17:27:49.653745,electronics1,28.6,39.2
2025-02-06T17:27:49.653745,electronics,26.5841796875,-1
2025-02-06T17:27:49.653745,back_right,27.1876953125,-1
2025-02-06T17:27:51.911097,electronics1,28.6,39.1
2025-02-06T17:27:51.911097,electronics,26.581640625,-1
2025-02-06T17:27:51.911097,back_right,27.19765625,-1
2025-02-06T17:27:54.168076,electronics1,28.7,38.8
2025-02-06T17:27:54.168076,electronics,26.589453125,-1
2025-02-06T17:27:54.168076,back_right,27.207421875,-1
2025-02-06T17:27:56.424262,electronics1,28.7,38.8
2025-02-06T17:27:56.424262,electronics,26.5791015625,-1
2025-02-06T17:27:56.424262,back_right,27.2224609375,-1
2025-02-06T17:27:58.680902,electronics1,28.7,38.7
2025-02-06T17:27:58.680902,electronics,26.581640625,-1
2025-02-06T17:27:58.680902,back_right,27.2373046875,-1
2025-02-06T17:28:00.937477,electronics1,28.8,38.8
2025-02-06T17:28:00.937477,electronics,26.5841796875,-1
2025-02-06T17:28:00.937477,back_right,27.2224609375,-1
2025-02-06T17:28:03.194551,electronics1,28.8,38.6
2025-02-06T17:28:03.194551,electronics,26.589453125,-1
2025-02-06T17:28:03.194551,back_right,27.234765625,-1
2025-02-06T17:28:05.455963,electronics1,28.8,38.6
2025-02-06T17:28:05.455963,electronics,26.5841796875,-1
2025-02-06T17:28:05.455963,back_right,27.23984375,-1
2025-02-06T17:28:07.714531,electronics1,28.9,38.6
2025-02-06T17:28:07.714531,electronics,26.6021484375,-1
2025-02-06T17:28:07.714531,back_right,27.247265625,-1
2025-02-06T17:28:09.977423,electronics1,28.9,38.4
2025-02-06T17:28:09.977423,electronics,26.607421875,-1
2025-02-06T17:28:09.977423,back_right,27.2671875,-1
2025-02-06T17:28:12.232942,electronics1,28.9,38.5
2025-02-06T17:28:12.232942,electronics,26.6021484375,-1
2025-02-06T17:28:12.232942,back_right,27.2572265625,-1
2025-02-06T17:28:14.489274,electronics1,28.9,38.4
2025-02-06T17:28:14.489274,electronics,26.599609375,-1
2025-02-06T17:28:14.489274,back_right,27.274609375,-1
2025-02-06T17:28:16.745598,electronics1,29.0,38.1
2025-02-06T17:28:16.745598,electronics,26.5919921875,-1
2025-02-06T17:28:16.745598,back_right,27.2771484375,-1
2025-02-06T17:28:19.002612,electronics1,29.1,38.1
2025-02-06T17:28:19.002612,electronics,26.6099609375,-1
2025-02-06T17:28:19.002612,back_right,27.274609375,-1
2025-02-06T17:28:21.258491,electronics1,29.1,38.2
2025-02-06T17:28:21.258491,electronics,26.6021484375,-1
2025-02-06T17:28:21.258491,back_right,27.274609375,-1
2025-02-06T17:28:23.513781,electronics1,29.1,38.2
2025-02-06T17:28:23.513781,electronics,26.5970703125,-1
2025-02-06T17:28:23.513781,back_right,27.26953125,-1
2025-02-06T17:28:25.813546,electronics1,29.1,38.1
2025-02-06T17:28:25.813546,electronics,26.5970703125,-1
2025-02-06T17:28:25.813546,back_right,27.28203125,-1
2025-02-06T17:28:28.070354,electronics1,29.1,38.1
2025-02-06T17:28:28.070354,electronics,26.59453125,-1
2025-02-06T17:28:28.070354,back_right,27.2845703125,-1
2025-02-06T17:28:30.327020,electronics1,29.1,38.1
2025-02-06T17:28:30.327020,electronics,26.5919921875,-1
2025-02-06T17:28:30.327020,back_right,27.2919921875,-1
2025-02-06T17:28:32.584092,electronics1,29.2,38.2
2025-02-06T17:28:32.584092,electronics,26.5919921875,-1
2025-02-06T17:28:32.584092,back_right,27.296875,-1
2025-02-06T17:28:34.842182,electronics1,29.2,38.1
2025-02-06T17:28:34.842182,electronics,26.599609375,-1
2025-02-06T17:28:34.842182,back_right,27.289453125,-1
2025-02-06T17:28:37.098622,electronics1,29.3,38.2
2025-02-06T17:28:37.098622,electronics,26.6021484375,-1
2025-02-06T17:28:37.098622,back_right,27.296875,-1
2025-02-06T17:28:39.354829,electronics1,29.2,38.2
2025-02-06T17:28:39.354829,electronics,26.599609375,-1
2025-02-06T17:28:39.354829,back_right,27.29453125,-1
2025-02-06T17:28:41.653166,electronics1,29.3,38.4
2025-02-06T17:28:41.653166,electronics,26.599609375,-1
2025-02-06T17:28:41.653166,back_right,27.29453125,-1
2025-02-06T17:28:43.909714,electronics1,29.2,38.5
2025-02-06T17:28:43.909714,electronics,26.6046875,-1
2025-02-06T17:28:43.909714,back_right,27.2794921875,-1
2025-02-06T17:28:46.166175,electronics1,29.3,38.3
2025-02-06T17:28:46.166175,electronics,26.6021484375,-1
